X,Y
0.0,5.0
1.0101010101010102,7.020202020202021
2.0202020202020203,9.040404040404042
3.0303030303030303,11.06060606060606
4.040404040404041,13.080808080808081
5.050505050505051,15.101010101010102
6.0606060606060606,17.12121212121212
7.070707070707071,19.141414141414142
8.080808080808081,21.161616161616163
9.090909090909092,23.181818181818183
10.101010101010102,25.202020202020204
11.111111111111112,27.222222222222225
12.121212121212121,29.242424242424242
13.131313131313131,31.262626262626263
14.141414141414142,33.282828282828284
15.151515151515152,35.303030303030305
16.161616161616163,37.323232323232325
17.171717171717173,39.343434343434346
18.181818181818183,41.36363636363637
19.191919191919194,43.38383838383839
20.202020202020204,45.40404040404041
21.212121212121215,47.42424242424243
22.222222222222225,49.44444444444445
23.232323232323235,51.46464646464647
24.242424242424242,53.484848484848484
25.252525252525253,55.505050505050505
26.262626262626263,57.525252525252526
27.272727272727273,59.54545454545455
28.282828282828284,61.56565656565657
29.292929292929294,63.58585858585859
30.303030303030305,65.60606060606061
31.313131313131315,67.62626262626263
32.323232323232325,69.64646464646465
33.333333333333336,71.66666666666667
34.343434343434346,73.68686868686869
35.35353535353536,75.70707070707071
36.36363636363637,77.72727272727273
37.37373737373738,79.74747474747475
38.38383838383839,81.76767676767678
39.3939393939394,83.7878787878788
40.40404040404041,85.80808080808082
41.41414141414142,87.82828282828284
42.42424242424243,89.84848484848486
43.43434343434344,91.86868686868688
44.44444444444445,93.8888888888889
45.45454545454546,95.90909090909092
46.46464646464647,97.92929292929294
47.47474747474748,99.94949494949496
48.484848484848484,101.96969696969697
49.494949494949495,103.98989898989899
50.505050505050505,106.01010101010101
51.515151515151516,108.03030303030303
52.525252525252526,110.05050505050505
53.535353535353536,112.07070707070707
54.54545454545455,114.0909090909091
55.55555555555556,116.11111111111111
56.56565656565657,118.13131313131314
57.57575757575758,120.15151515151516
58.58585858585859,122.17171717171718
59.5959595959596,124.1919191919192
60.60606060606061,126.21212121212122
61.61616161616162,128.23232323232324
62.62626262626263,130.25252525252526
63.63636363636364,132.27272727272728
64.64646464646465,134.2929292929293
65.65656565656566,136.31313131313132
66.66666666666667,138.33333333333334
67.67676767676768,140.35353535353536
68.68686868686869,142.37373737373738
69.6969696969697,144.3939393939394
70.70707070707071,146.41414141414143
71.71717171717172,148.43434343434345
72.72727272727273,150.45454545454547
73.73737373737374,152.4747474747475
74.74747474747475,154.4949494949495
75.75757575757576,156.51515151515153
76.76767676767678,158.53535353535355
77.77777777777779,160.55555555555557
78.7878787878788,162.5757575757576
79.7979797979798,164.5959595959596
80.80808080808082,166.61616161616163
81.81818181818183,168.63636363636365
82.82828282828284,170.65656565656568
83.83838383838385,172.6767676767677
84.84848484848486,174.69696969696972
85.85858585858587,176.71717171717174
86.86868686868688,178.73737373737376
87.87878787878789,180.75757575757578
88.8888888888889,182.7777777777778
89.89898989898991,184.79797979797982
90.90909090909092,186.81818181818184
91.91919191919193,188.83838383838386
92.92929292929294,190.85858585858588
93.93939393939395,192.8787878787879
94.94949494949496,194.89898989898992
95.95959595959597,196.91919191919195
96.96969696969697,198.93939393939394
97.97979797979798,200.95959595959596
98.98989898989899,202.97979797979798
100.0,205.0
